,Unnamed: 0,Table_A,Column_A,Table_B,Column_B,label,result
549,549,iswc,work,work_meta,id,0,0
550,550,gender,child_order,instrument_type,child_order,0,0
551,551,label_type,id,work_type,id,0,0
552,552,l_place_series,link,link,id,1,1
553,553,link_text_attribute_type,attribute_type,link_attribute_type,id,1,1
554,554,series_ordering_type,id,label_type,id,0,0
555,555,artist_type,id,editor_collection_type,id,0,0
556,556,l_artist_url,link,link,id,1,1
557,557,l_release_group_release_group,entity1_credit,recording_alias_type,name,0,0
558,558,instrument_type,id,instrument,id,0,0
559,559,l_artist_release_group,entity1_credit,place_alias_type,name,0,0
560,560,l_release_series,entity1,series,id,1,1
561,561,l_series_url,entity0_credit,url,url,0,0
562,562,event_series,link_order,genre_alias,id,0,0
563,563,series,type,genre,id,0,0
564,564,l_artist_series,entity1_credit,event_alias_type,name,0,0
565,565,l_recording_release,entity0_credit,series_type,description,0,0
566,566,work_type,child_order,place_type,id,0,0
567,567,link_attribute_text_value,link,link,id,1,1
568,568,l_label_label,entity0,label,id,1,1
569,569,release_annotation,annotation,annotation,id,1,1
570,570,l_area_genre,entity0_credit,series_alias_type,name,0,0
571,571,editor_collection_release_group,release_group,release_group,id,1,1
572,572,release_alias_type,id,genre_alias,id,0,0
573,573,editor_collection_series,collection,editor_collection,id,1,1
574,574,work_attribute_type,id,work_attribute_type_allowed_value,id,0,0
575,575,work,edits_pending,series_ordering_type,child_order,0,0
576,576,series_ordering_type,id,recording_alias,id,0,0
577,577,place_tag_raw,tag,tag,id,1,1
578,578,work_attribute_type,comment,work_type,name,0,0
579,579,series_tag_raw,editor,editor,id,1,1
580,580,l_area_genre,entity0_credit,release_alias_type,name,0,0
581,581,event_alias_type,id,release_status,id,0,0
582,582,place_alias_type,id,editor_collection_type,id,0,0
583,583,editor_collection_work,comment,series_alias_type,name,0,0
584,584,l_label_label,entity1,label,id,1,0
585,585,alternative_release_type,id,label_type,id,0,0
586,586,work_attribute_type_allowed_value,work_attribute_type,country_area,area,0,0
587,587,l_recording_series,entity1_credit,label_alias_type,name,0,0
588,588,l_label_release,entity0,label,id,1,1
589,589,l_artist_series,entity0,artist,id,1,1
590,590,editor,email,iso_3166_2,code,0,0
591,591,recording_alias_type,id,release_alias_type,id,0,0
592,592,area_tag_raw,area,area,id,1,1
593,593,artist_alias_type,id,place_type,id,0,0
594,594,l_release_url,entity1_credit,series_type,description,0,0
595,595,l_event_release,link,l_artist_recording,id,0,0
596,596,l_area_release,entity0,area,id,1,0
597,597,l_artist_release_group,link,link,id,1,1
598,598,l_artist_release_group,entity0,artist,id,1,0
599,599,area_alias,area,area,id,1,1
600,600,release_group_tag_raw,release_group,release_group,id,1,1
601,601,l_artist_release,entity1,release_meta,id,0,0
602,602,instrument_tag,tag,tag,id,1,1
603,603,release_event,release,release_meta,id,0,0
604,604,artist_alias_type,id,area_type,id,0,0
605,605,l_artist_url,entity1,url,id,1,0
606,606,work_type,child_order,work_attribute_type_allowed_value,id,0,0
607,607,l_event_release_group,entity1_credit,series_alias_type,name,0,0
608,608,place_alias_type,id,area_type,child_order,0,0
609,609,series_ordering_type,id,event_type,id,0,0
610,610,l_area_instrument,link,link,id,1,1
611,611,l_event_release,entity1,release,id,1,1
612,612,release_status,child_order,medium_format,id,0,0
613,613,artist_tag_raw,artist,artist,id,1,1
614,614,artist_alias_type,id,iso_3166_1,area,0,0
615,615,l_series_url,entity1_credit,release_group_secondary_type,description,0,0
616,616,orderable_link_type,link_type,link_type,id,1,1
617,617,l_url_work,entity0,url,id,1,1
618,618,l_artist_event,entity1,event,id,1,1
619,619,l_area_release,entity1,release,id,1,1
620,620,l_label_release,entity1_credit,release_alias_type,name,0,0
621,621,alternative_release_type,description,label_alias_type,name,0,0
622,622,l_place_url,link,link,id,1,1
623,623,l_place_place,link,link,id,1,1
624,624,release_group_tag,tag,tag,id,1,1
625,625,work_meta,id,work,id,1,1
626,626,l_label_url,entity1,url,id,1,1
627,627,work_annotation,annotation,annotation,id,1,1
628,628,l_release_group_release_group,entity0_credit,release_alias_type,name,0,0
629,629,editor_collection_type,child_order,series_type,id,0,0
630,630,medium_track_durations,medium,medium,id,0,1
631,631,event_tag,event,event,id,1,1
632,632,artist_tag_raw,editor,editor,id,1,1
633,633,release_group_rating_raw,release_group,release_group,id,1,1
634,634,l_label_label,entity0,label_meta,id,0,0
635,635,editor_collection_area,comment,event_alias_type,name,0,0
636,636,l_recording_recording,entity0_credit,label_alias_type,name,0,0
637,637,release_tag_raw,release,release,id,1,1
638,638,l_release_series,entity0_credit,area_type,description,0,0
639,639,label_alias_type,id,work_attribute_type_allowed_value,id,0,0
640,640,place_tag,place,place,id,1,1
641,641,l_label_place,entity1_credit,url,url,0,0
642,642,l_recording_url,entity0_credit,event_alias_type,name,0,0
643,643,l_label_work,entity1,work,id,1,1
644,644,l_place_work,entity0,place,id,1,1
645,645,instrument_tag,instrument,instrument,id,1,1
646,646,gender,id,genre_alias,id,0,0
647,647,gender,child_order,language,id,0,0
648,648,instrument_alias_type,id,country_area,area,0,0
649,649,l_release_url,entity1_credit,recording_alias_type,name,0,0
650,650,recording_rating_raw,editor,editor,id,1,1
651,651,release_tag,release,release,id,1,1
652,652,l_series_url,entity1_credit,release_status,description,0,0
653,653,l_release_series,link,link,id,1,1
654,654,link_type_attribute_type,link_type,link_type,id,1,1
655,655,work_tag_raw,tag,tag,id,1,1
656,656,l_artist_label,entity0,artist,id,1,1
657,657,l_area_work,entity1_credit,series_ordering_type,description,0,0
658,658,l_event_event,entity1_credit,work_alias_type,name,0,0
659,659,release_group_annotation,release_group,release_group,id,1,1
660,660,label_tag_raw,tag,tag,id,1,1
661,661,l_artist_event,entity1_credit,event_alias_type,name,0,0
662,662,l_label_series,entity1_credit,label_alias_type,name,0,0
663,663,l_area_event,link,work_attribute,id,0,0
664,664,l_label_recording,entity1_credit,release_group_secondary_type,description,0,0
665,665,instrument_alias_type,id,area_type,id,0,0
666,666,series_annotation,series,series,id,1,1
667,667,editor_collection_area,comment,area_alias_type,name,0,0
668,668,event_type,child_order,country_area,area,0,0
669,669,l_release_group_release_group,entity1,release_group,id,1,1
670,670,l_event_recording,entity0_credit,instrument_alias_type,name,0,0
671,671,l_artist_event,entity1_credit,work_alias_type,name,0,0
672,672,editor_collection_recording,collection,editor_collection,id,1,1
673,673,release_group_primary_type,child_order,work_attribute_type_allowed_value,id,0,0
674,674,l_release_url,link_order,series_ordering_type,child_order,0,0
675,675,area_tag,tag,tag,id,1,1
676,676,place_annotation,annotation,annotation,id,1,1
677,677,editor_subscribe_artist,editor,editor,id,1,1
678,678,instrument,edits_pending,series_ordering_type,child_order,0,0
679,679,l_series_url,link,link,id,1,1
680,680,edit_release_group,release_group,release_group,id,1,1
681,681,recording_annotation,annotation,annotation,id,1,1
682,682,series_type,id,genre_alias,id,0,0
683,683,l_area_url,entity0_credit,instrument_alias_type,name,0,0
684,684,artist_alias_type,id,series_type,id,0,0
685,685,label_meta,id,label,id,1,0
686,686,l_area_area,entity0,area,id,1,1
687,687,l_artist_release,entity1_credit,genre_alias_type,name,0,0
688,688,series_gid_redirect,new_id,series,id,1,1
689,689,instrument_annotation,instrument,work_alias,id,0,0
690,690,label_alias,label,label,id,1,1
691,691,l_event_label,entity0_credit,artist_alias_type,name,0,0
692,692,l_series_url,entity1,url,id,1,1
693,693,l_series_series,entity0_credit,area_alias_type,name,0,0
694,694,l_artist_series,link,link,id,1,0
695,695,l_artist_event,link,link,id,1,1
696,696,l_artist_recording,entity1_credit,area_type,description,0,0
697,697,l_artist_label,entity1,label,id,1,1
698,698,l_recording_release,entity0_credit,place_alias_type,name,0,0
699,699,work_rating_raw,work,work,id,1,1
700,700,l_event_release_group,entity0_credit,release_group_secondary_type,description,0,0
701,701,l_work_work,entity1,work,id,1,1
702,702,l_recording_recording,link,link,id,1,1
703,703,l_area_event,entity0,area,id,1,1
704,704,l_artist_work,entity1,work_meta,id,0,0
705,705,link_attribute,attribute_type,link_attribute_type,id,1,1
